ResponseID,ResponseSet,Name,Repeated Study,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,Mturk,track,track_2,Consent Form /    /  /  Study Background and Purpose: This study examines decision-making. Your participat...,mcyes,mcyesconfidence,mcyesfirst,mcyeslast,mcyestotaltime,mcyesclickcount,mcno,mcnoconfidence,mcnofirst,mcnolast,mcnototaltime,mcnoclickcount,optyes,optyesconfidence,optyesfirst,optyeslast,optyestotaltime,optyesclickcount,optno,optnoconfidence,optnofirst,optnolast,optnototaltime,optnoclickcount,This is the last page of questions. Please answer them all.,Are you registered as an organ donor on a state or regional registry? ,Have you communicated with your next of kin about whether or not you would like to be an organ donor...,"If you have communicated with your next of kin about organ donation, what have you communicated?","If you had to explicitly communicate with your next of kin about your wishes, which would you indica...",What is your gender?,What is your age?,Which of the following best describes your race/ethnicity?,What is the highest educational degree you have earned?,Are you currently a student?,What is your marital status?,How many children do you have?,What is your total household income? (Please include your parents if you are listed as a dependent.),With which religious affiliation do you most closely identify?,"About how often do you attend religious services (excluding occasional weddings, funerals, etc.)?","Generally speaking, do you think of yourself as a Republican, a Democrat, or an Independent?","When it comes to social issues, do you think of yourself as a liberal or conservative?",In which US State do you live?,"Have you, or has anyone else in your family, received an organ transplant?","Have you, or has anyone else in your family, received dialysis treatment?","Have you, or has anyone else in your family, worked in health care?","If there were an option to be registered as an organ and tissue donor, but for your donor status to...",How many vital organs (organs that are necessary to live) can be transplanted from a cadaver? Please...,About how many people can receive any (vital or non-vital) organs and tissues from one cadaver? Plea...,About how many people are on the organ waiting list for a kidney in the Untied States? Please make y...,Do you think deceased donor organs are allocated fairly overall? ,Do you think deceased donor organs are allocated fairly to people of different races? ,Do you think deceased donor organs are allocated fairly to people with different incomes? ,Do you think deceased donor organs are allocated fairly to people with differential responsibility f...,surveyfirst,surveylast,surverytotaltime,surveyclickcount,Thank you for completing this survey. Your code for payment on MTurk is ${e://Field/Mturk}-111212101...
R_9mXZBhpuRNDsIQd,Default Response Set,Anonymous,,,,0,1/8/13 14:54,1/8/13 14:56,1,4682176,73,86,1,1,1,0.815,4.326,4.329,2,1,1,0.954,4.034,4.038,3,1,1,4.796,24.252,24.255,5,1,1,3.012,9.06,9.063,3,1,1,1,1,1,1,19,5,3,1,2,0,5,8,5,2,6,FL,2,2,1,1,12,10,12000,1,1,2,1,2.413,90.324,90.331,39,1
R_eQFtu93TWZ6Lw57,Default Response Set,Anonymous,,,,0,1/8/13 14:53,1/8/13 14:56,1,4216468,63,98,1,1,3,16.219,18.947,18.951,3,1,3,2.573,5.838,5.84,3,1,3,27.612,30.46,30.464,3,1,3,20.371,23.611,23.614,4,1,2,2,,1,1,25,5,3,3,1,0,6,4,1,4,4,Nevada,2,1,2,2,6,4,2000,1,1,1,1,3.22,114.47,114.48,30,1
R_8wX8BA9NYgaA0Bf,Default Response Set,Anonymous,,,,0,1/8/13 14:53,1/8/13 14:57,1,4112910,3,60,1,1,1,24.396,30.547,30.55,3,2,1,17.712,20.957,20.959,3,1,1,10.704,13.044,13.047,3,2,1,10.145,13.635,13.638,3,1,1,1,1,1,1,44,5,4,3,2,1,11,4,3,4,3,texas,2,1,1,2,10,50,20000,2,2,2,2,1.336,106.752,106.755,29,1
R_6o41dmPnEfCpNoV,Default Response Set,Anonymous,,,,0,1/8/13 14:51,1/8/13 14:57,1,9667669,21,43,1,1,2,25.885,63.84,63.841,3,2,1,10.477,26.912,26.913,5,1,1,5.575,13.283,13.284,3,1,2,8.606,12.201,12.201,3,1,1,1,1,1,1,27,6,4,2,1,1,3,2,5,6,3,indiana,2,2,2,1,6,50,150,1,1,2,2,4.902,141.99,141.991,33,1
R_7UTHnjb3zxGOzCl,Default Response Set,Anonymous,,,,0,1/8/13 14:55,1/8/13 14:57,1,3578961,73,24,1,1,1,0.281,2.257,2.258,3,2,1,1.277,4.268,4.27,4,1,1,0.003,2.253,2.254,3,2,1,1.76,6.887,6.888,4,1,2,2,2,2,1,28,5,4,3,1,0,8,3,5,6,2,IL,2,2,2,2,25,1000000,250000,2,2,2,2,3.943,90.671,90.673,35,1
R_3V65E1ekmuxdV77,Default Response Set,Anonymous,,,,0,1/8/13 14:55,1/8/13 14:57,1,9101662,14,65,1,1,2,0.06,4.908,4.908,3,2,3,0.899,3.194,3.195,7,2,2,0.039,1.448,1.449,3,2,2,0.782,1.798,1.799,3,1,2,2,2,2,1,20,1,4,2,2,0,4,8,5,4,4,New York,2,2,2,2,3,2,500,2,1,2,2,1.284,54.933,54.934,42,1
R_dhbYYg4sRs7Q2Tr,Default Response Set,Anonymous,,,,0,1/8/13 14:51,1/8/13 14:57,1,3706096,19,40,1,1,1,47.346,54.922,54.931,4,1,3,15.632,20.873,20.883,3,1,1,17.563,21.05,21.06,3,1,3,39.215,41.27,41.28,3,1,2,2,,,1,30,5,4,3,2,0,5,1,1,7,1,Texas,2,2,2,2,10,50,500000,2,1,2,1,2.424,120.81,120.835,29,1
R_8vOw7W08uE0MMy9,Default Response Set,Anonymous,,,,0,1/8/13 14:53,1/8/13 14:57,1,5680777,55,49,1,1,1,9.048,11.727,11.73,3,2,1,4.632,5.912,5.913,3,1,1,103.978,107.89,107.891,3,2,1,19.85,22.042,22.045,3,1,1,1,1,1,1,26,5,5,3,2,0,2,8,5,7,1,Oregon,2,2,1,2,300,200,2500,2,2,2,2,2.367,95.373,95.375,36,1
R_enijhUHi0i9EtuZ,Default Response Set,Anonymous,,,,0,1/8/13 14:54,1/8/13 14:57,1,5027656,49,23,1,1,1,7.981,10.757,10.758,3,1,1,25.922,30.538,30.538,3,1,1,11.747,18.794,18.795,3,1,1,10.437,12.591,12.593,3,1,1,1,1,1,1,38,5,4,3,1,2,10,8,5,7,1,Florida,2,2,2,1,50,50,"20,000",2,2,2,2,1.911,104.341,104.342,34,1
R_3Q3iPoSQUGLxZid,Default Response Set,Anonymous,,,,0,1/8/13 14:52,1/8/13 14:58,1,8136856,76,47,1,1,1,3.498,5.138,5.144,3,2,1,15.223,20.363,20.37,4,1,1,8.663,10.204,10.221,3,2,2,10.332,89.516,89.523,11,1,1,1,1,1,1,22,6,2,3,2,0,2,8,5,7,2,california,1,2,2,2,3,1,"1,000,000",2,1,2,1,3.434,179.896,179.916,37,1
R_5jS2ilf1niO0krb,Default Response Set,Anonymous,,,,0,1/8/13 14:53,1/8/13 14:58,1,3620544,85,77,1,1,2,2.791,5.535,5.541,3,2,2,5.395,7.923,7.928,3,1,2,6.162,12.514,12.519,3,2,2,18.763,88.722,88.728,9,1,2,2,,1,1,26,5,2,2,2,0,4,8,5,6,2,ohio,2,2,1,1,50,50,10000,1,1,1,1,5.147,156.851,156.863,28,1
R_abnYXnH7R2oEWi1,Default Response Set,Anonymous,,,,0,1/8/13 14:54,1/8/13 14:58,1,9719698,87,13,1,1,1,34.811,36.758,36.762,3,1,3,20.16,25.634,25.639,3,1,2,11.027,15.126,15.131,4,1,3,28.144,32.012,32.015,3,1,1,1,1,1,1,22,5,3,1,2,0,11,3,2,2,6,LA,2,2,2,2,12,10,"20,000",1,1,1,1,3.428,102.993,103,34,1
R_865kymLrDn5U9wN,Default Response Set,Anonymous,,,,0,1/8/13 14:54,1/8/13 14:58,1,1164017,54,39,1,1,1,13.696,16.586,16.591,3,1,1,7.358,9.917,9.923,3,2,1,14.462,51.305,51.311,4,1,1,15.159,19.843,19.848,3,1,2,2,2,2,1,20,5,3,1,2,0,6,8,5,3,4,california,2,2,2,2,10,10,1000000,1,1,1,1,4.968,112.105,112.118,31,1
R_dgplZeMaaHCZaOF,Default Response Set,Anonymous,,,,0,1/8/13 14:53,1/8/13 14:58,1,5025638,54,58,1,1,2,14.723,18.631,18.639,5,2,2,16.536,25.304,25.313,7,1,2,7.475,64.603,64.608,9,1,2,6.329,35.394,29.071,6,1,2,1,2,2,1,31,5,4,3,1,1,5,6,4,3,5,Maryland,2,2,2,2,10,50,20000,1,1,1,1,3.535,125.193,125.218,67,1
R_8GHS4XoRxMk8Xm5,Default Response Set,Anonymous,,,,0,1/8/13 14:56,1/8/13 14:58,1,6202536,46,65,1,1,1,4.82,7.376,7.377,3,2,2,6.076,28.52,28.521,4,1,1,2.148,5.072,5.073,3,2,2,9.363,12.366,12.366,3,1,1,1,1,1,2,25,5,4,3,1,0,7,7,5,6,3,Washington,2,2,1,2,15,50,20000,1,1,1,1,2.182,82.015,82.016,32,1
R_2i8mp94sB4cnCUl,Default Response Set,Anonymous,,,,0,1/8/13 14:55,1/8/13 14:59,1,1947908,24,89,1,1,1,19.114,23.449,23.483,4,1,2,11.715,19.621,19.655,4,1,1,5.887,13.338,13.365,3,1,2,3.825,9.151,9.186,4,1,1,2,,1,1,23,5,4,3,2,0,11,8,1,4,2,New Jersey,2,2,2,2,10,50,10000,1,1,1,1,1.597,101.311,101.365,32,1
R_cRSm9IAvRJxSelT,Default Response Set,Anonymous,,,,0,1/8/13 14:53,1/8/13 14:59,1,2118619,95,11,1,1,1,4.791,8.698,8.699,3,2,2,0.068,7.574,7.576,4,1,1,7.958,10.466,10.467,3,2,3,15.956,19.125,19.126,3,1,1,1,1,1,2,28,5,4,3,2,0,5,2,4,7,2,va,2,2,2,2,10,50,20000,2,2,2,2,2.157,104.257,104.263,31,1
R_bvjaO1hFU9stCxT,Default Response Set,Anonymous,,,,0,1/8/13 14:52,1/8/13 14:59,1,666256,59,77,1,1,1,32.134,35.552,35.554,5,1,1,2.682,5.362,5.364,6,1,1,286.383,290.768,290.77,4,1,1,0.909,9.691,9.692,4,1,1,1,1,1,1,27,6,4,3,2,0,3,3,2,2,6,CA,2,2,2,1,10,10,25000,1,1,1,1,1.522,84.999,85.005,40,1
R_8es2rkfwew00cuh,Default Response Set,Anonymous,,,,0,1/8/13 14:54,1/8/13 15:00,1,7197693,89,22,1,1,1,14.539,23.945,23.981,3,1,3,13.644,16.895,16.914,3,1,1,11.148,20.105,20.125,3,1,3,37.633,61.514,61.533,4,1,1,1,1,1,2,38,6,3,3,1,2,4,8,5,7,2,Texas,2,2,1,2,4,50,6000,1,1,1,1,5.388,168.526,168.579,30,1
R_88OcEbYetvMiX5j,Default Response Set,Anonymous,,,,0,1/8/13 14:56,1/8/13 15:00,1,1017040,59,45,1,1,1,10.781,13.181,13.181,3,2,1,7.04,9.38,9.38,3,1,1,32.542,44.033,44.043,3,2,1,14.061,16.842,16.852,3,1,1,1,1,1,1,32,5,5,2,1,4,9,1,1,1,7,Oklahoma,2,2,1,2,20,50,500000,1,1,1,1,2.261,114.526,114.526,34,1
R_0xJ3mAdTJsz4nT7,Default Response Set,Anonymous,,,,0,1/8/13 14:56,1/8/13 15:00,1,7502956,42,100,1,1,1,7.415,13.65,13.653,3,2,1,34.514,51.977,51.98,4,1,1,2.992,5.832,5.835,3,2,1,10.06,15.236,15.239,3,1,2,1,2,2,1,30,5,3,1,2,0,5,2,3,2,2,North Carolina,1,2,2,2,7,12,80000,2,2,2,1,3.212,151.102,151.105,33,1
R_6PZfERKwOsPCdEx,Default Response Set,Anonymous,,,,0,1/8/13 14:57,1/8/13 15:00,1,8170021,100,77,1,1,2,8.374,10.71,10.713,4,2,2,7.045,10.084,10.088,3,1,3,7.502,9.67,9.673,3,2,3,24.249,31.409,31.413,4,1,1,1,1,1,1,24,5,3,3,2,0,2,8,5,6,3,Wisconsin,2,1,1,1,6,40,9001,2,1,2,1,2.361,111.802,111.805,54,1
R_8udl3JGP7pVLLxj,Default Response Set,Anonymous,,,,0,1/8/13 14:57,1/8/13 15:00,1,6031408,55,100,1,2,1,5.954,8.329,8.329,3,2,1,4.875,7.296,7.296,3,2,1,28.953,32.188,32.188,3,2,1,6.437,9.406,9.406,3,1,2,1,2,2,1,22,3,4,3,2,0,5,4,2,2,5,Fl,2,2,1,2,6,6,50000,2,1,1,2,2.469,106.641,106.641,31,1
R_9SuSDEDHo7V6DyJ,Default Response Set,Anonymous,,,,0,1/8/13 14:55,1/8/13 15:00,1,3305741,16,89,1,1,1,2.905,45.874,45.907,7,2,1,5.383,12.174,12.176,5,1,2,21.931,25.398,25.4,3,2,1,11.574,14.295,14.298,3,1,2,2,1,1,1,19,6,3,1,2,0,2,3,4,4,4,California,2,2,2,1,5,5,5,1,1,1,1,4.404,181.687,181.689,51,1
R_dj2MWvK5npWjr1P,Default Response Set,Anonymous,,,,0,1/8/13 14:56,1/8/13 15:00,1,9131171,77,8,1,1,2,12.18,13.816,13.827,3,1,1,4.854,25.848,25.859,6,1,2,20.561,22.705,22.716,3,1,1,25.038,27.9,27.905,3,1,1,2,1,1,2,24,5,3,1,2,0,2,3,2,2,6,Louisiana,2,2,2,1,50,50,250000,1,1,1,1,2.208,149.333,149.365,41,1
R_6DSta4AnOwUtYqN,Default Response Set,Anonymous,,,,0,1/8/13 14:55,1/8/13 15:01,1,3816791,95,57,1,1,1,9.238,15.333,15.336,3,1,3,19.369,37.558,37.56,3,1,1,3.891,12.789,12.793,3,1,2,57.218,63.162,63.165,3,1,1,2,1,1,1,26,5,2,3,2,0,2,1,1,4,5,North Carolina,2,1,2,2,15,15,2000,2,1,2,1,6.663,195.862,195.864,31,1
R_cOb4a67neUO8YG9,Default Response Set,Anonymous,,,,0,1/8/13 14:57,1/8/13 15:01,1,8694365,64,6,1,1,2,10.965,14.189,14.191,4,2,3,1.483,16.961,16.962,3,1,2,23.607,44.618,44.619,3,2,3,12.755,25.482,25.485,4,1,2,2,,2,1,31,5,4,3,1,2,7,2,4,3,4,South Carolina,2,2,2,2,5,50,10000,1,1,1,1,3.475,107.616,107.619,27,1
R_3P149KzBE6WZwJD,Default Response Set,Anonymous,,,,0,1/8/13 14:57,1/8/13 15:01,1,6235791,82,27,1,1,1,8.034,11.47,11.477,3,2,1,5.009,7.828,7.832,3,1,1,7.537,19.822,19.827,3,1,1,37.228,40.409,40.413,3,1,1,2,,,2,23,5,3,2,2,2,3,3,4,6,2,PA,1,2,2,2,10,50,50000,1,1,1,1,6.44,115.964,115.972,29,1
R_3sig1EHem3YseMJ,Default Response Set,Anonymous,,,,0,1/8/13 14:57,1/8/13 15:01,1,4905396,17,100,1,1,1,4.094,30.552,30.552,15,2,3,3.641,24.198,24.199,10,1,1,8.175,17.242,17.242,5,2,4,9.365,35.942,35.943,7,1,1,1,1,1,2,28,5,4,3,1,1,7,8,5,7,1,Hawaii,2,2,2,2,12,10,5000,1,1,1,1,1.667,112.148,112.15,51,1
R_a8LRS5nQSrXhcax,Default Response Set,Anonymous,,,,0,1/8/13 14:56,1/8/13 15:02,1,9262403,50,78,1,1,1,4.398,12.211,12.211,3,2,1,40.606,55.027,55.027,5,1,1,10.053,11.673,11.673,3,2,1,13.428,16.319,16.319,4,1,2,2,,,1,26,5,3,3,2,0,7,3,5,4,4,California,2,2,2,1,5,50,"20,000",1,1,2,2,7.472,236.866,236.881,34,1
R_cSa54FxQrmMc8pT,Default Response Set,Anonymous,,,,0,1/8/13 14:56,1/8/13 15:02,1,5530063,57,17,1,1,1,10.796,14.333,14.334,3,2,1,6.932,14.546,14.547,3,1,1,114.076,131.571,131.572,3,2,1,22.533,27.874,27.877,4,1,1,1,1,1,1,38,5,4,3,1,2,9,8,5,4,2,Ohio,2,2,2,2,20,50,50000,1,1,2,2,3.549,168.144,168.146,36,1
R_a5xmn9PK8FOkfuB,Default Response Set,Anonymous,,,,0,1/8/13 14:58,1/8/13 15:02,1,3205793,11,30,1,1,2,8.311,47.765,47.766,4,2,2,10.195,14.274,14.275,3,1,2,8.456,14.973,14.974,3,1,3,12.794,15.161,15.163,3,1,1,1,1,1,2,46,5,5,3,1,0,11,8,5,,3,California,2,2,2,,7,20,5000,2,1,2,2,2.068,135.203,135.204,29,1
R_1FYTZNXO1kfN3QV,Default Response Set,Anonymous,,,,0,1/8/13 14:59,1/8/13 15:02,1,6207739,95,99,1,1,1,4.164,7.047,7.056,4,2,2,4.3,6.528,6.536,3,1,1,7.657,9.894,9.902,3,1,1,2.603,12.596,12.606,5,1,1,2,,,1,29,5,4,3,2,0,2,8,5,6,2,Michigan,1,2,1,2,35,50,35000,2,1,1,2,2.031,120.4,120.43,42,1
R_agAr7MkqdBlFEjz,Default Response Set,Anonymous,,,,0,1/8/13 14:58,1/8/13 15:03,1,5944891,32,34,1,1,1,5.861,9.556,9.579,3,2,3,21.663,24.923,24.952,3,1,1,3.77,6.946,6.968,3,2,3,4.461,7.212,7.247,3,1,1,1,1,1,2,31,5,4,3,1,0,6,4,2,3,2,GA,2,2,2,1,20,30,1000000,1,1,1,1,14.471,126.988,127.089,30,1
R_6ujwO9aRzYObSzH,Default Response Set,Anonymous,,,,0,1/8/13 14:59,1/8/13 15:03,1,5138670,4,81,1,1,1,15.823,23.059,23.059,3,1,1,19.29,28.3,28.301,3,1,1,27.603,30.345,30.345,3,1,1,7.909,11.685,11.686,3,1,1,2,,1,1,24,5,3,2,2,0,2,4,3,5,2,Utah,2,1,2,2,5,50,10000,1,1,2,2,2.717,134.603,134.604,30,1
R_enhdcP8QaVAJBKl,Default Response Set,Anonymous,,,,0,1/8/13 15:00,1/8/13 15:03,1,3141090,10,72,1,1,1,19.335,38.127,38.127,4,2,2,13.258,15.889,15.89,4,1,1,7.907,11.459,11.459,4,2,3,9.767,12.964,12.965,3,1,1,1,1,1,1,24,5,2,3,2,0,4,4,4,6,2,Oregon,2,2,1,2,5,4,5000,1,1,2,1,2.498,93.805,93.806,29,1
R_8nXlNuFl2sJXeq9,Default Response Set,Anonymous,,,,0,1/8/13 15:01,1/8/13 15:03,1,8645220,41,40,1,1,2,5.597,7.749,7.75,3,2,2,13.08,15.92,15.921,4,1,1,2.951,6.158,6.159,3,1,3,7.097,9.759,9.759,3,1,1,1,1,1,1,31,5,5,1,1,0,5,4,4,4,3,Georgia,2,2,2,2,6,6,10000,1,1,1,1,1.863,92.818,92.821,34,1
R_dcAiLm7mIQfq4KN,Default Response Set,Anonymous,,,,0,1/8/13 15:01,1/8/13 15:04,1,2124691,35,71,1,1,1,4.193,14.445,14.447,3,1,1,7.305,14.478,14.48,4,1,1,7.226,12.557,12.56,4,1,1,7.883,12.785,12.786,4,1,2,2,,1,2,19,1,3,1,2,0,3,8,5,2,2,New York,2,2,2,2,4,,2900000,2,2,2,2,2.986,96.389,96.394,29,1
R_4PgbZYV066zYeEd,Default Response Set,Anonymous,,,,0,1/8/13 15:00,1/8/13 15:04,1,113559,13,45,1,1,1,28.163,30.931,30.941,3,2,3,6.751,9.431,9.439,3,1,1,9.74,12.891,12.895,4,2,3,27.662,29.622,29.629,3,1,1,1,1,1,2,24,5,3,3,2,0,4,3,4,6,2,Connecticut,2,1,2,2,10,50,5000000,1,1,1,1,2.723,125.785,125.8,45,1
R_bI4X1LMyjxpocux,Default Response Set,Anonymous,,,,0,1/8/13 15:00,1/8/13 15:04,1,6323534,99,32,1,1,2,4.329,12.336,12.348,4,1,3,10.381,14.19,14.202,3,1,2,4.93,15.898,15.91,5,1,2,27.852,41.912,41.919,5,1,1,2,1,1,1,44,5,3,3,3,4,8,3,5,4,4,oh,2,2,1,1,8,8,50000,2,2,2,2,2.843,121.217,121.248,30,1
R_3JHB2Ok6wtFOxFP,Default Response Set,Anonymous,,,,0,1/8/13 15:01,1/8/13 15:05,1,330498,99,70,1,1,1,1.497,4.625,4.627,4,1,2,5.079,12.279,12.28,5,1,2,6.24,21.256,21.257,3,1,3,1.966,37.898,37.899,15,1,1,2,1,1,1,24,5,4,1,2,0,3,4,4,6,3,New York,2,1,1,2,7,50,40000,1,1,2,1,1.601,119.8,119.802,41,1
R_5arrE5g5uxS4yTb,Default Response Set,Anonymous,,,,0,1/8/13 15:00,1/8/13 15:05,1,5950544,78,56,1,1,1,13.855,19.639,19.641,3,2,3,11.671,16.927,16.929,3,1,1,14.155,16.833,16.836,3,2,3,14.035,42.899,42.901,4,1,1,1,1,1,1,24,6,3,3,2,0,6,8,5,4,2,Colorado,2,2,1,2,40,40,5000,1,1,1,1,4.181,123.615,123.622,36,1
R_6kTx3rJsnTLIW6V,Default Response Set,Anonymous,,,,0,1/8/13 15:02,1/8/13 15:05,1,4026410,4,84,1,1,1,12.792,16.406,16.407,3,2,1,6.576,9.928,9.929,4,1,1,12.045,14.534,14.535,3,1,3,7.584,9.776,9.777,3,1,1,1,1,1,2,22,5,3,1,2,0,9,8,5,5,2,Michigan,2,2,2,2,10,50,5000,2,1,1,1,1.582,88.242,88.243,32,1
R_8iWS9CeQSA4cMi9,Default Response Set,Anonymous,,,,0,1/8/13 15:03,1/8/13 15:05,1,6968215,44,25,1,1,1,3.356,6.803,6.805,3,2,1,17.735,20.981,20.983,3,1,1,5.144,7.548,7.55,4,2,1,6.969,10.243,10.244,4,1,1,2,1,1,2,28,5,4,3,2,0,3,8,5,5,2,Tennessee,2,2,2,2,50,10,50000,1,1,1,1,1.898,81.097,81.104,33,1
R_efDSF9d4rBy48jH,Default Response Set,Anonymous,,,,0,1/8/13 15:02,1/8/13 15:05,1,7083861,33,23,1,2,1,4.378,8.174,8.177,6,2,1,14.909,46.26,46.263,4,2,1,21.168,24.926,24.93,4,2,2,2.91,6.88,6.884,5,1,2,2,2,2,1,21,1,4,1,2,0,1,6,4,5,3,New Jersey,2,2,2,2,2,3,50000,2,,2,2,1.566,117.861,117.872,42,1
R_afpxCEdI29EIi0Z,Default Response Set,Anonymous,,,,0,1/8/13 15:03,1/8/13 15:06,1,2854436,95,50,1,1,1,2.068,4.012,4.018,3,2,1,2.814,4.638,4.644,3,1,1,3.766,5.526,5.53,3,2,2,14.035,17.467,17.473,4,1,1,1,1,1,1,24,5,3,1,2,0,3,2,4,3,5,Minnesota,2,2,1,1,15,15,1000000,1,1,1,1,1.138,96.671,96.691,33,1
R_eRt9pttJIL7dTLv,Default Response Set,Anonymous,,,,0,1/8/13 15:02,1/8/13 15:06,1,633020,4,87,1,1,1,46.656,50.484,50.484,3,2,1,7.406,10.296,10.312,3,1,1,8.328,10.938,10.953,3,2,1,4.015,6.703,6.703,3,1,1,1,1,1,2,47,2,2,3,1,3,10,4,4,6,4,TX,2,2,1,2,10,"500,000","50,000",2,1,2,2,3.391,109.624,109.624,29,1
R_5igiVVbJiB7qJGB,Default Response Set,Anonymous,,,,0,1/8/13 15:00,1/8/13 15:06,1,6607571,69,1,1,1,1,8.541,17.583,17.583,3,2,1,8.445,13.925,13.926,4,1,3,37.85,86.69,86.692,7,2,1,22.618,30.013,30.014,3,1,2,1,1,1,1,31,2,4,3,2,0,4,1,3,7,2,Florida,2,2,1,1,8,8,5000,2,2,2,2,3.462,188.202,188.204,34,1
R_3JEUoituQl3U0tL,Default Response Set,Anonymous,,,,0,1/8/13 15:01,1/8/13 15:07,1,4807835,11,12,1,1,1,34.063,50.114,50.127,4,1,3,18.573,23.487,23.499,3,1,1,3.993,16.308,16.322,3,1,3,19.176,22.956,22.969,3,1,1,1,1,1,2,55,4,3,1,3,2,5,3,5,4,3,arizona,2,2,1,2,5,20,100000,1,1,2,2,3.324,200.955,200.99,29,1
R_6FnSbh4agoTtf5b,Default Response Set,Anonymous,,,,0,1/8/13 15:04,1/8/13 15:07,1,707549,98,80,1,1,3,3.938,7.9,7.904,4,2,3,3.465,5.89,5.894,3,1,2,6.42,9.101,9.108,3,1,3,14.142,21.289,21.293,4,1,2,2,,1,1,20,5,2,1,2,0,3,1,4,3,6,NY,2,2,2,2,1,1,10000,2,1,1,1,3.816,85.216,85.224,30,1
R_5njJGmCFu3UWvhr,Default Response Set,Anonymous,,,,0,1/8/13 15:02,1/8/13 15:08,1,657669,14,29,1,1,1,28.691,53.819,53.821,3,2,1,19.941,32.325,32.326,4,1,1,16.85,19.538,19.539,3,2,3,7.329,15.472,15.474,4,1,1,1,1,1,1,29,5,4,3,2,0,5,8,5,4,4,NY,2,2,1,1,25,50,5000,1,2,2,2,4.772,168.428,168.43,34,1
R_cusprx7TMqDD06p,Default Response Set,Anonymous,,,,0,1/8/13 15:04,1/8/13 15:08,1,6341149,53,81,1,1,1,3.351,6.151,6.152,3,2,1,3.58,7.38,7.38,3,1,1,7.077,9.029,9.029,3,1,1,6.646,9.117,9.118,3,1,1,1,1,1,1,47,5,4,3,1,0,11,8,5,6,3,CA,2,2,2,2,8,50,15000,1,1,1,1,3.668,100.816,100.817,32,1
R_abYJRrFkghplJv7,Default Response Set,Anonymous,,,,0,1/8/13 15:04,1/8/13 15:08,1,7379213,80,66,1,2,1,2.812,11.713,11.714,5,2,1,2.086,9.747,9.749,4,2,1,0.859,21.657,21.659,12,2,3,3.051,39.51,39.513,12,1,2,2,2,2,1,23,5,4,3,2,0,6,6,5,6,2,New York,2,2,2,2,50,50,10000,2,2,2,2,2.425,100.888,100.891,11,1
R_9t3lRoNecWT7kvX,Default Response Set,Anonymous,,,,0,1/8/13 15:04,1/8/13 15:08,1,833763,97,3,1,2,4,2.18,3.708,3.711,3,1,4,0.448,2.376,2.378,3,2,4,27.572,30.628,30.632,5,2,4,8.743,91.822,91.825,4,1,1,1,1,1,1,24,5,2,2,2,0,7,8,4,5,4,Tennessee,2,2,1,1,3,2,42000,2,2,1,1,3.663,92.309,92.317,22,1
R_3jyQzvhek82clc9,Default Response Set,Anonymous,,,,0,1/8/13 15:04,1/8/13 15:08,1,4037695,81,37,1,1,1,5.118,9.544,9.555,3,2,1,9.216,13.867,13.879,3,1,1,13.183,17.419,17.431,3,2,2,60.355,65.323,65.335,3,1,1,2,,1,2,27,2,4,3,2,0,2,1,1,4,4,louisiana,2,2,2,1,3,10,2500,1,1,1,2,2.739,128.659,128.692,32,1
R_572s5gRlnoN5Aq1,Default Response Set,Anonymous,,,,0,1/8/13 15:03,1/8/13 15:09,1,7191020,57,76,1,1,2,25.473,29.308,29.311,3,2,2,5.068,14.645,14.648,3,1,2,12.366,146.217,146.221,3,2,3,10.374,13.334,13.339,3,1,1,1,1,1,2,23,5,2,3,2,0,10,8,5,5,2,Massachusetts,1,2,2,2,8,50,"10,000",2,1,1,1,7.532,125.723,125.729,33,1
R_574FHeLUioB7GMB,Default Response Set,Anonymous,,,,0,1/8/13 14:57,1/8/13 15:09,1,7879160,80,43,1,1,1,4.921,9.745,9.754,3,2,3,109.654,116.878,116.887,3,1,1,14.994,20.546,20.555,3,1,1,109.885,113.829,113.838,4,1,1,1,1,1,1,23,6,2,3,2,0,4,2,5,7,2,Ohio,1,2,2,2,4,50,10000,1,1,1,1,32.706,264.53,264.552,32,1
R_erKE26unef7FXEx,Default Response Set,Anonymous,,,,0,1/8/13 15:05,1/8/13 15:11,1,3652663,37,7,1,1,2,2.622,5.414,5.417,3,2,2,3.517,6.701,6.704,3,1,2,7.594,11.594,11.597,3,2,3,9.37,12.818,12.821,3,1,2,2,2,2,2,49,5,4,3,2,0,8,3,1,2,6,Texas,2,2,2,2,20,50,12000,1,1,1,1,2.26,75.884,75.888,30,1
R_5cFAkFxpH5yWj7n,Default Response Set,Anonymous,,,,0,1/8/13 15:08,1/8/13 15:11,1,2330389,92,83,1,1,1,2.49,6.179,6.18,4,2,1,4.506,9.4,9.402,4,1,1,12.198,17.346,17.348,3,2,1,26.075,36.045,36.047,3,1,2,1,1,1,1,19,5,3,1,2,0,6,3,4,4,4,New York,2,2,2,2,10,20,"20,000",1,1,1,1,3.146,103.407,103.41,39,1
R_0wAM3h0TPEV4i8t,Default Response Set,Anonymous,,,,0,1/8/13 15:03,1/8/13 15:11,1,7232069,53,18,1,1,1,9.514,11.218,11.22,2,2,1,5.499,12.928,12.93,3,1,1,23.325,49.926,49.927,3,2,1,9.757,15.405,15.407,3,1,1,1,1,1,1,50,5,3,3,2,0,1,1,2,2,6,california,2,1,1,1,5,5,"5,000",1,1,1,1,3.275,294.945,294.947,33,1
